shopper_id,shopper_experience_years,shopper_specialties,shopper_avg_rating,shopper_clients_count,shopper_locale,client_id,client_age,client_gender,client_income_bracket,client_preferred_categories,client_loyalty_tier,days_since_last_purchase,purchase_history_count,last_purchase_amount,recommended_product_ids,product_category,recommendation_channel,recommendation_datetime,time_to_purchase_hours,purchased
S0098,18,luxe;montres,4.68,1238,FR,C102333,42,M,medium,tech;mode,platinum,3,15,199.6,P455,accessoires,phone,2024-04-02T20:29:35,-1.0,False
S0001,11,maison;deco,3.07,735,FR,C102334,31,F,high,sport;luxe,none,180,12,171.89,P484,voyage,email,2024-01-12T15:45:12,-1.0,False
S0117,6,mode;sport,3.17,1809,FR,C102335,63,M,high,maison;gaming,none,7,23,231.56,P737,mode,in-store,2024-04-20T05:51:59,-1.0,False
S0180,13,maison;deco,4.39,631,FR,C102336,42,F,medium,beauté,gold,14,12,8.16,P345,luxe,in-store,2025-11-21T10:51:03,-1.0,False
S0161,17,beauté;parfum,3.27,1886,FR,C102337,50,F,low,voyage,silver,14,16,113.6,P814,mode,app,2024-12-26T10:46:38,-1.0,False
S0092,1,mode;sport,3.65,1478,FR,C102338,69,M,medium,enfants;gaming,gold,365,7,114.85,P125,voyage,phone,2024-12-02T00:59:04,-1.0,False
S0064,17,mode;sport,4.47,862,FR,C102339,63,M,low,deco,gold,90,9,5.71,P869,gaming,phone,2024-10-12T17:38:26,-1.0,False
S0139,10,beauté,4.2,1434,FR,C102340,23,M,low,luxe;mode,gold,3,27,378.36,P508,sport,app,2024-08-19T03:24:22,-1.0,False
S0154,14,mode;enfants,3.03,1410,FR,C102341,49,Other,low,enfants;luxe,platinum,90,16,178.9,P616,accessoires,email,2025-08-08T03:28:26,-1.0,False
S0078,16,styling;conseil,3.24,853,FR,C102342,43,M,high,accessoires;mode,platinum,14,4,251.56,P315,maison,in-store,2025-11-07T07:40:11,2.96,True
S0144,12,styling;conseil,4.25,1389,FR,C102343,22,M,high,gaming,silver,14,15,464.73,P622,gaming,email,2025-04-17T15:13:59,24.0,True
S0044,14,maison;lifestyle,4.86,1057,FR,C102344,60,F,high,voyage,gold,7,15,2.52,P200,tech,phone,2024-09-16T00:07:04,-1.0,False
S0151,9,beauté;parfum,3.26,1508,FR,C102345,66,F,low,gaming,silver,7,16,234.31,P839,deco,in-store,2024-08-27T06:38:12,-1.0,False
S0002,20,styling;conseil,4.97,286,FR,C102346,28,Other,medium,mode,silver,365,12,86.68,P910,beauté,in-store,2024-01-10T10:00:39,-1.0,False
S0111,10,maison;lifestyle,4.99,876,FR,C102347,54,F,high,accessoires;enfants,silver,2,10,231.87,P884|P489,tech,in-store,2024-07-12T05:14:57,14.63,True
S0015,3,mode;accessoires,4.84,1347,FR,C102348,46,F,medium,tech,platinum,365,1,27.12,P481|P116,tech,app,2024-07-01T15:52:18,80.06,True
S0098,18,luxe;montres,4.68,1238,FR,C102349,46,F,high,maison;luxe,gold,3,9,54.3,P270|P940,tech,email,2025-04-01T09:02:20,63.78,True
S0145,11,beauté,4.5,847,FR,C102350,47,Other,low,gaming,platinum,30,18,67.37,P714|P422,maison,app,2025-09-16T12:20:33,-1.0,False
S0180,13,maison;deco,4.39,631,FR,C102351,21,F,low,maison;tech,silver,1,16,339.46,P276,tech,phone,2024-03-28T02:41:41,-1.0,False
S0067,2,beauté,3.93,1936,FR,C102352,18,Other,high,accessoires,none,3,2,423.88,P847,deco,email,2025-12-13T19:42:44,-1.0,False
S0092,1,mode;sport,3.65,1478,FR,C102353,62,Other,high,gaming;tech,none,3,4,148.41,P346|P300,tech,app,2024-08-01T07:25:04,-1.0,False
S0056,3,beauté,4.18,807,FR,C102354,34,F,medium,gaming,silver,60,25,309.79,P263,deco,app,2024-02-05T07:07:01,8.11,True
S0148,20,maison;deco,4.52,790,FR,C102355,31,Other,low,maison;tech,silver,365,11,118.12,P754,gaming,in-store,2024-02-29T09:12:51,-1.0,False
S0131,4,beauté,3.97,1566,FR,C102356,58,F,medium,deco,gold,1,16,110.47,P768|P175,enfants,email,2024-09-04T06:11:37,52.67,True
S0115,4,beauté;parfum,3.1,1876,FR,C102357,21,F,low,deco,none,2,9,88.6,P413,beauté,email,2025-05-03T06:05:57,-1.0,False
S0118,14,maison;deco,4.38,66,FR,C102358,60,M,low,beauté;enfants,gold,14,6,199.91,P798,mode,email,2025-07-31T19:46:22,-1.0,False
S0017,4,beauté,3.8,1700,FR,C102359,21,M,medium,accessoires,gold,365,22,59.69,P602|P694,maison,email,2024-07-03T18:57:07,12.81,True
S0009,15,beauté;parfum,4.03,1096,FR,C102360,36,F,high,accessoires,platinum,3,7,28.24,P437,sport,in-store,2025-01-14T14:20:07,-1.0,False
S0063,19,maison;deco,4.51,1494,FR,C102361,38,F,low,accessoires,gold,90,5,228.34,P235,mode,phone,2024-07-13T20:04:04,-1.0,False
S0022,7,luxe;montres,3.45,317,FR,C102362,24,M,high,accessoires,none,90,15,6.54,P119,maison,in-store,2024-06-29T06:09:07,-1.0,False
S0184,3,mode;enfants,4.91,638,FR,C102363,34,Other,medium,accessoires,silver,60,9,107.2,P955,enfants,email,2024-10-28T06:36:48,-1.0,False
S0170,17,beauté;parfum,3.44,1897,FR,C102364,60,Other,medium,sport;beauté,gold,365,1,323.43,P244,beauté,in-store,2024-09-09T02:10:39,-1.0,False
S0136,8,mode;sport,4.54,1925,FR,C102365,69,F,high,voyage;tech,platinum,180,11,24.44,P339,accessoires,email,2025-03-14T19:10:21,-1.0,False
S0171,16,mode;enfants,4.95,379,FR,C102366,24,Other,high,maison;accessoires,none,30,1,26.63,P558,maison,app,2025-08-16T04:01:11,-1.0,False
S0039,5,beauté,4.43,1153,FR,C102367,63,Other,low,tech;accessoires,silver,60,8,293.21,P350,tech,in-store,2024-12-29T20:50:16,-1.0,False
S0184,3,mode;enfants,4.91,638,FR,C102368,47,Other,medium,tech;maison,none,30,12,242.05,P559,mode,phone,2024-08-23T18:53:59,17.46,True
S0193,14,mode;enfants,3.34,1599,FR,C102369,73,F,high,gaming;mode,platinum,3,8,16.16,P392,gaming,app,2024-07-13T23:39:17,14.92,True
S0136,8,mode;sport,4.54,1925,FR,C102370,54,M,high,gaming,none,90,12,210.04,P328,luxe,phone,2025-06-14T02:26:06,-1.0,False
S0163,12,styling;conseil,3.24,1682,FR,C102371,42,M,low,deco;sport,platinum,30,9,19.11,P815|P616,sport,app,2025-02-19T18:39:03,-1.0,False
S0095,5,mode;accessoires,3.68,1793,FR,C102372,41,Other,low,beauté,gold,14,8,180.76,P849,mode,in-store,2024-02-11T15:03:30,-1.0,False
S0109,10,beauté;parfum,4.29,1393,FR,C102373,52,F,medium,sport,none,180,2,120.46,P655,enfants,in-store,2025-04-15T05:42:47,-1.0,False
S0007,8,tech;gadgets,3.75,435,FR,C102374,60,M,medium,tech,silver,180,12,522.23,P536,sport,phone,2025-12-16T08:00:37,-1.0,False
S0061,19,luxe;montres,3.03,642,FR,C102375,73,M,medium,maison,gold,3,6,38.06,P913,luxe,in-store,2025-10-31T01:02:39,-1.0,False
S0115,4,beauté;parfum,3.1,1876,FR,C102376,46,F,low,voyage,silver,7,34,6.56,P827|P825,luxe,in-store,2025-08-07T18:36:49,-1.0,False
S0060,10,luxe;montres,4.13,310,FR,C102377,56,M,medium,enfants;mode,gold,365,7,169.57,P795,maison,app,2025-07-06T15:28:52,-1.0,False
S0046,9,beauté,4.02,755,FR,C102378,24,F,medium,beauté;maison,platinum,1,5,218.39,P587,deco,phone,2025-10-18T21:10:39,6.52,True
S0020,16,beauté;parfum,4.99,1629,FR,C102379,47,F,medium,accessoires,silver,2,10,283.02,P264,gaming,app,2025-01-08T01:34:39,-1.0,False
S0152,8,styling;conseil,3.76,12,FR,C102380,28,Other,high,beauté;sport,platinum,90,9,4.76,P432,maison,phone,2024-12-04T11:29:57,-1.0,False
S0087,16,beauté;parfum,3.69,1506,FR,C102381,55,Other,high,maison,platinum,365,13,45.86,P969|P242,sport,in-store,2025-09-14T20:53:58,-1.0,False
S0052,13,beauté;parfum,3.41,1307,FR,C102382,39,M,low,sport;beauté,none,365,1,363.83,P517,tech,email,2025-03-12T12:31:02,-1.0,False
S0013,5,luxe;montres,3.02,267,FR,C102383,42,Other,high,sport,none,30,4,333.58,P921,luxe,in-store,2024-04-28T04:34:53,-1.0,False
S0129,6,luxe;montres,3.64,1706,FR,C102384,46,Other,low,beauté,none,30,13,201.89,P117,maison,app,2025-03-02T14:06:49,-1.0,False
S0148,20,maison;deco,4.52,790,FR,C102385,54,M,medium,enfants;voyage,silver,180,1,50.91,P745,tech,phone,2024-09-16T03:40:36,-1.0,False
S0131,4,beauté,3.97,1566,FR,C102386,38,Other,medium,gaming,none,14,1,127.38,P556,beauté,in-store,2024-06-15T19:33:33,-1.0,False
S0172,13,beauté,4.52,1383,FR,C102387,63,F,low,enfants;luxe,silver,3,17,453.93,P622,beauté,in-store,2024-08-28T13:27:34,-1.0,False
S0189,9,mode;sport,4.88,1617,FR,C102388,41,Other,low,luxe,platinum,7,8,297.46,P712,enfants,phone,2024-09-11T13:35:45,-1.0,False
S0132,8,maison;lifestyle,4.78,934,FR,C102389,46,Other,high,sport;luxe,none,60,17,323.89,P866,gaming,email,2025-01-23T06:25:28,-1.0,False
S0130,9,mode;accessoires,3.63,392,FR,C102390,29,Other,high,voyage;enfants,silver,90,1,39.78,P749,voyage,phone,2025-06-21T05:42:59,-1.0,False
S0091,3,tech;gadgets,4.27,776,FR,C102391,65,F,high,accessoires;deco,gold,30,4,63.39,P136|P438,gaming,app,2024-08-05T22:50:30,10.06,True
S0038,20,beauté,3.51,448,FR,C102392,43,M,medium,voyage;enfants,platinum,7,10,219.89,P914,gaming,email,2024-05-25T09:57:18,-1.0,False
S0139,10,beauté,4.2,1434,FR,C102393,70,Other,medium,luxe,silver,180,13,663.14,P414,maison,email,2024-07-13T12:13:56,-1.0,False
S0178,20,mode;accessoires,3.12,1372,FR,C102394,18,Other,low,beauté,gold,365,1,1.96,P751,gaming,email,2024-01-14T03:49:30,-1.0,False
S0080,20,styling;conseil,4.91,40,FR,C102395,29,M,low,luxe,silver,3,5,82.02,P616,sport,email,2025-10-16T01:24:48,-1.0,False
S0056,3,beauté,4.18,807,FR,C102396,47,M,low,mode;deco,platinum,1,1,144.74,P733,luxe,phone,2025-01-31T07:47:06,-1.0,False
S0086,8,mode;enfants,3.61,892,FR,C102397,39,Other,high,beauté,silver,2,15,248.78,P372|P320,sport,phone,2024-10-27T00:34:28,-1.0,False
S0029,10,maison;lifestyle,3.76,914,FR,C102398,74,F,medium,tech,silver,7,12,326.88,P553,tech,email,2025-06-23T23:17:10,-1.0,False
S0011,13,maison;deco,4.65,1535,FR,C102399,30,M,high,sport;beauté,silver,30,1,43.78,P194,accessoires,email,2024-01-16T20:07:06,46.14,True
S0170,17,beauté;parfum,3.44,1897,FR,C102400,60,F,low,accessoires;maison,none,1,15,508.07,P563,sport,app,2025-07-10T03:21:42,-1.0,False
S0153,2,styling;conseil,4.47,827,FR,C102401,47,M,high,luxe;mode,platinum,3,18,178.83,P144,tech,phone,2025-01-04T16:44:39,-1.0,False
S0087,16,beauté;parfum,3.69,1506,FR,C102402,42,M,low,accessoires,gold,2,13,178.65,P950|P192,maison,app,2024-06-10T19:46:00,-1.0,False
S0198,17,luxe;montres,4.88,1269,FR,C102403,46,F,high,luxe,gold,90,7,289.7,P373,luxe,phone,2024-07-20T15:48:43,-1.0,False
S0014,2,maison;lifestyle,4.38,395,FR,C102404,34,M,low,enfants;maison,none,180,6,3.76,P791,mode,in-store,2024-10-22T23:41:52,-1.0,False
S0161,17,beauté;parfum,3.27,1886,FR,C102405,72,M,high,maison,platinum,1,9,431.94,P283,deco,app,2025-10-09T08:48:51,7.66,True
S0079,19,beauté,4.18,684,FR,C102406,52,Other,medium,accessoires;mode,silver,90,7,29.7,P675,luxe,in-store,2024-12-11T19:37:43,-1.0,False
S0031,13,beauté,4.33,1046,FR,C102407,53,M,high,accessoires;mode,none,365,15,107.35,P896,accessoires,phone,2024-05-20T00:43:05,-1.0,False
S0126,17,mode;sport,3.19,1331,FR,C102408,33,F,high,enfants;voyage,silver,7,14,114.66,P582,sport,phone,2025-09-27T10:47:19,-1.0,False
S0188,16,mode;enfants,4.91,568,FR,C102409,71,F,medium,accessoires,none,365,1,127.26,P363,maison,email,2025-10-20T08:23:01,-1.0,False
S0033,9,beauté;parfum,4.34,1469,FR,C102410,26,F,medium,voyage;accessoires,silver,90,23,4.69,P721,sport,in-store,2025-08-01T21:59:34,-1.0,False
S0200,19,beauté,4.01,223,FR,C102411,72,Other,high,voyage,none,60,3,90.5,P203,beauté,app,2024-08-30T04:09:13,-1.0,False
S0077,10,beauté,3.32,494,FR,C102412,43,M,medium,gaming;beauté,platinum,2,13,5.48,P110,maison,email,2024-11-02T02:41:29,-1.0,False
S0116,3,mode;enfants,3.33,1478,FR,C102413,32,M,low,luxe,silver,7,2,110.2,P600,accessoires,app,2025-12-08T23:53:04,-1.0,False
S0032,4,tech;gadgets,4.05,1590,FR,C102414,70,F,medium,luxe;voyage,platinum,3,11,66.86,P120,tech,in-store,2024-06-11T13:23:11,-1.0,False
S0200,19,beauté,4.01,223,FR,C102415,40,F,medium,tech,none,7,2,73.23,P152,enfants,phone,2024-03-19T17:27:02,-1.0,False
S0188,16,mode;enfants,4.91,568,FR,C102416,51,M,high,gaming,silver,365,14,253.55,P396,tech,phone,2025-08-16T01:32:28,31.79,True
S0003,6,beauté;parfum,3.59,1102,FR,C102417,70,M,high,deco,gold,60,5,155.46,P941,luxe,phone,2025-08-17T22:49:27,-1.0,False
S0076,5,mode;enfants,4.22,382,FR,C102418,68,F,medium,maison,none,1,22,223.18,P644,maison,in-store,2025-01-26T20:34:13,-1.0,False
S0186,18,luxe;montres,4.01,756,FR,C102419,42,Other,medium,enfants,gold,90,11,47.49,P320,deco,in-store,2025-04-26T03:45:04,17.38,True
S0003,6,beauté;parfum,3.59,1102,FR,C102420,38,Other,low,mode;enfants,none,30,5,143.73,P252,maison,email,2025-05-26T23:30:28,82.92,True
S0103,12,styling;conseil,4.49,1475,FR,C102421,55,Other,low,gaming;beauté,silver,3,17,58.12,P656,deco,in-store,2025-03-13T07:18:27,-1.0,False
S0137,13,mode;sport,3.64,1614,FR,C102422,53,F,medium,mode,none,30,13,279.93,P773,mode,app,2025-03-05T05:35:20,-1.0,False
S0103,12,styling;conseil,4.49,1475,FR,C102423,23,Other,low,mode;enfants,gold,14,10,6.01,P708,sport,in-store,2025-01-09T10:28:52,-1.0,False
S0098,18,luxe;montres,4.68,1238,FR,C102424,74,M,high,tech,silver,60,21,35.16,P115,deco,phone,2024-01-19T11:40:59,-1.0,False
S0082,6,styling;conseil,3.92,908,FR,C102425,35,M,high,beauté;accessoires,none,1,1,2.44,P561,accessoires,in-store,2024-11-06T13:08:19,-1.0,False
S0098,18,luxe;montres,4.68,1238,FR,C102426,36,M,high,beauté;accessoires,silver,7,6,260.75,P410,beauté,app,2024-10-27T02:46:02,-1.0,False
S0165,3,tech;gadgets,4.58,1112,FR,C102427,61,F,low,mode;maison,none,365,6,458.38,P165,maison,phone,2025-03-05T23:58:32,-1.0,False
S0109,10,beauté;parfum,4.29,1393,FR,C102428,72,M,low,tech,silver,180,11,291.4,P172,tech,app,2025-04-19T05:41:20,-1.0,False
S0169,14,beauté;parfum,3.36,1649,FR,C102429,38,Other,high,enfants;deco,none,180,11,272.49,P834,sport,phone,2024-12-29T12:43:21,-1.0,False
S0160,6,tech;gadgets,4.37,770,FR,C102430,54,M,medium,gaming,silver,90,5,109.25,P894,gaming,phone,2024-09-20T12:59:59,-1.0,False
S0081,3,tech;gadgets,3.96,123,FR,C102431,47,F,high,luxe,silver,14,1,24.13,P250,maison,app,2025-01-10T02:32:54,-1.0,False
S0055,10,maison;lifestyle,3.81,264,FR,C102432,39,Other,high,tech;maison,gold,14,24,131.62,P811,mode,app,2025-04-18T15:05:50,15.11,True
S0137,13,mode;sport,3.64,1614,FR,C102433,58,Other,medium,accessoires;sport,silver,2,16,327.09,P471,mode,phone,2025-11-13T13:48:11,-1.0,False
S0065,16,mode;accessoires,4.47,1402,FR,C102434,61,M,high,accessoires,none,180,13,12.73,P271,tech,phone,2025-09-13T00:31:53,-1.0,False
S0098,18,luxe;montres,4.68,1238,FR,C102435,26,F,high,voyage,none,365,13,57.03,P130,luxe,in-store,2024-11-08T16:12:58,-1.0,False
S0179,6,maison;deco,3.2,971,FR,C102436,45,M,medium,enfants,none,60,27,99.42,P145,mode,phone,2025-07-28T14:23:22,-1.0,False
S0087,16,beauté;parfum,3.69,1506,FR,C102437,41,F,high,tech;sport,silver,30,10,135.7,P697,beauté,in-store,2024-06-10T09:44:00,-1.0,False
S0040,10,mode;sport,4.01,520,FR,C102438,21,F,medium,maison,gold,7,17,7.41,P109|P421,luxe,app,2024-05-29T08:49:44,-1.0,False
S0109,10,beauté;parfum,4.29,1393,FR,C102439,73,F,high,tech,none,30,1,323.09,P365,gaming,phone,2025-04-17T22:35:53,36.02,True
S0183,17,luxe;montres,4.55,1926,FR,C102440,71,Other,low,enfants;deco,platinum,365,5,46.82,P871,luxe,phone,2025-08-13T16:25:39,36.01,True
S0150,9,mode;enfants,4.7,1909,FR,C102441,66,F,high,sport;voyage,platinum,2,19,230.75,P806|P884,gaming,phone,2024-03-26T10:43:43,-1.0,False
S0106,14,maison;deco,4.18,72,FR,C102442,22,Other,high,voyage,platinum,180,20,223.97,P513,luxe,app,2024-12-06T01:38:52,-1.0,False
S0082,6,styling;conseil,3.92,908,FR,C102443,48,Other,low,tech,none,14,1,164.18,P483|P774,sport,email,2025-12-02T02:42:49,64.34,True
S0013,5,luxe;montres,3.02,267,FR,C102444,74,M,low,mode,gold,7,19,260.69,P280,luxe,phone,2025-03-01T03:21:31,-1.0,False
S0088,16,maison;lifestyle,3.0,1680,FR,C102445,36,Other,high,tech;mode,gold,60,1,120.07,P763,accessoires,email,2024-05-04T20:20:25,-1.0,False
S0026,1,luxe;montres,3.8,88,FR,C102446,50,M,medium,gaming,platinum,2,14,330.19,P379,mode,phone,2024-07-13T19:45:02,-1.0,False
S0150,9,mode;enfants,4.7,1909,FR,C102447,61,F,low,luxe;gaming,silver,2,7,29.5,P904,voyage,in-store,2025-03-27T05:18:52,-1.0,False
S0158,14,beauté,3.34,1598,FR,C102448,57,F,high,enfants,none,365,4,495.09,P772|P213,maison,email,2025-12-08T10:09:18,-1.0,False
S0173,10,mode;enfants,4.41,444,FR,C102449,72,F,low,deco;sport,silver,7,6,256.17,P924|P369,gaming,app,2025-05-16T05:22:09,-1.0,False
S0005,9,mode;sport,4.76,1408,FR,C102450,47,M,medium,maison,platinum,30,1,229.72,P396,maison,email,2025-11-07T04:19:49,-1.0,False
S0040,10,mode;sport,4.01,520,FR,C102451,19,M,medium,tech;enfants,silver,14,22,343.99,P733,voyage,email,2024-02-29T16:40:59,-1.0,False
S0009,15,beauté;parfum,4.03,1096,FR,C102452,63,M,high,voyage;enfants,none,2,1,55.51,P609|P515,enfants,app,2024-03-13T13:17:32,-1.0,False
S0045,16,mode;accessoires,4.12,497,FR,C102453,46,Other,medium,beauté;tech,silver,60,7,56.96,P397,tech,email,2024-08-19T20:35:33,8.82,True
S0162,13,mode;sport,3.31,1449,FR,C102454,34,M,low,gaming,none,30,10,33.79,P384,voyage,app,2024-04-17T05:03:59,-1.0,False
S0071,5,mode;accessoires,3.15,1838,FR,C102455,61,F,high,maison;tech,gold,60,11,85.56,P198|P535,tech,app,2025-05-28T02:42:23,-1.0,False
S0013,5,luxe;montres,3.02,267,FR,C102456,68,F,medium,beauté,silver,2,8,254.64,P211,deco,email,2025-08-23T15:36:17,-1.0,False
S0172,13,beauté,4.52,1383,FR,C102457,57,F,low,sport;maison,silver,180,7,81.97,P373,maison,in-store,2024-06-23T03:28:15,-1.0,False
S0083,1,beauté;parfum,3.09,830,FR,C102458,22,F,low,luxe,gold,3,19,184.17,P609,enfants,phone,2025-02-18T19:20:37,-1.0,False
S0190,3,beauté,4.74,415,FR,C102459,37,Other,high,sport,gold,1,3,231.3,P537,sport,phone,2024-09-30T01:48:24,-1.0,False
S0190,3,beauté,4.74,415,FR,C102460,19,M,high,maison,gold,7,10,131.98,P193|P359,luxe,app,2024-03-05T07:03:15,-1.0,False
S0134,6,maison;deco,3.53,1058,FR,C102461,38,Other,high,beauté,platinum,180,6,188.51,P595,maison,phone,2024-06-20T12:23:20,-1.0,False
S0184,3,mode;enfants,4.91,638,FR,C102462,26,F,high,enfants;gaming,none,2,1,129.04,P320,mode,email,2024-09-26T22:28:19,-1.0,False
S0039,5,beauté,4.43,1153,FR,C102463,22,F,high,mode,gold,365,1,34.14,P447,voyage,email,2025-02-21T04:50:51,-1.0,False
S0193,14,mode;enfants,3.34,1599,FR,C102464,38,M,high,gaming,none,90,8,310.34,P254,sport,email,2025-02-03T01:54:42,0.58,True
S0030,10,tech;gadgets,4.56,899,FR,C102465,38,Other,low,maison,platinum,90,1,56.23,P293,maison,email,2025-06-08T13:55:34,-1.0,False
S0142,4,mode;accessoires,4.86,22,FR,C102466,75,M,low,enfants,gold,1,16,164.17,P201|P979,accessoires,phone,2024-03-02T10:49:45,25.51,True
S0173,10,mode;enfants,4.41,444,FR,C102467,67,Other,low,gaming,silver,1,3,291.58,P483,maison,in-store,2024-03-09T10:40:15,-1.0,False
S0041,3,mode;accessoires,4.35,1751,FR,C102468,38,F,high,deco;tech,gold,14,19,0.28,P883|P670,accessoires,in-store,2025-12-27T10:38:12,-1.0,False
S0053,16,tech;gadgets,3.35,1263,FR,C102469,36,F,high,accessoires;luxe,gold,60,4,361.77,P468,accessoires,phone,2025-11-10T02:02:40,12.2,True
S0011,13,maison;deco,4.65,1535,FR,C102470,49,Other,low,beauté,platinum,2,8,297.32,P494,tech,email,2024-11-20T07:50:50,-1.0,False
S0133,10,mode;accessoires,3.53,669,FR,C102471,64,Other,low,deco,platinum,365,14,164.61,P833,sport,app,2025-09-02T17:55:19,21.59,True
S0077,10,beauté,3.32,494,FR,C102472,61,F,low,tech,none,7,27,266.0,P184,voyage,in-store,2024-09-21T16:20:44,-1.0,False
S0054,6,mode;sport,3.4,887,FR,C102473,73,F,high,tech,none,365,17,67.36,P862,mode,app,2024-03-16T11:36:13,-1.0,False
S0017,4,beauté,3.8,1700,FR,C102474,38,M,high,voyage,gold,90,4,172.45,P778,beauté,in-store,2024-05-03T03:07:27,-1.0,False
S0055,10,maison;lifestyle,3.81,264,FR,C102475,36,F,low,deco,gold,90,1,385.94,P981|P557,gaming,phone,2025-01-10T23:11:16,-1.0,False
S0052,13,beauté;parfum,3.41,1307,FR,C102476,47,Other,high,beauté;maison,none,30,15,202.43,P879|P904,voyage,in-store,2025-06-21T23:36:03,-1.0,False
S0165,3,tech;gadgets,4.58,1112,FR,C102477,45,F,low,deco,silver,30,1,143.02,P893,enfants,phone,2025-10-05T13:13:42,-1.0,False
S0063,19,maison;deco,4.51,1494,FR,C102478,49,F,low,deco;sport,gold,90,4,306.18,P442|P265,voyage,email,2024-07-18T10:29:53,-1.0,False
S0010,14,styling;conseil,3.06,30,FR,C102479,75,F,high,maison;beauté,platinum,90,19,227.04,P280|P296,sport,app,2024-11-17T08:35:55,-1.0,False
S0152,8,styling;conseil,3.76,12,FR,C102480,66,M,medium,tech,none,7,8,5.12,P890|P280,voyage,email,2025-06-24T09:33:35,-1.0,False
S0012,13,mode;sport,4.83,273,FR,C102481,73,F,low,maison,gold,60,18,150.58,P504,sport,in-store,2024-03-19T10:55:58,-1.0,False
S0113,15,mode;sport,3.4,696,FR,C102482,69,Other,low,voyage;tech,platinum,7,14,101.83,P278,tech,in-store,2024-06-14T11:11:13,-1.0,False
S0108,8,luxe;montres,4.8,1451,FR,C102483,56,F,medium,voyage;deco,platinum,180,5,67.57,P672,voyage,in-store,2024-04-30T18:27:52,-1.0,False
S0134,6,maison;deco,3.53,1058,FR,C102484,23,F,high,beauté;tech,none,14,11,146.54,P251|P817,maison,phone,2025-07-21T10:35:56,-1.0,False
S0072,15,mode;accessoires,3.1,1634,FR,C102485,56,Other,low,tech,none,2,7,367.1,P307|P360,enfants,phone,2024-02-17T10:26:46,-1.0,False
S0026,1,luxe;montres,3.8,88,FR,C102486,56,M,low,deco,gold,30,2,1.88,P787,luxe,in-store,2024-04-02T01:36:15,-1.0,False
S0175,19,luxe;montres,4.7,704,FR,C102487,39,M,low,gaming,platinum,90,28,249.44,P208|P763,accessoires,email,2025-01-14T06:23:37,-1.0,False
S0023,1,mode;accessoires,4.69,1101,FR,C102488,37,F,low,maison,none,90,4,71.18,P229,beauté,app,2024-11-08T21:58:01,-1.0,False
S0037,16,beauté;parfum,3.83,1550,FR,C102489,49,M,medium,sport,gold,7,10,160.44,P339,accessoires,phone,2024-12-15T10:15:27,1.12,True
S0139,10,beauté,4.2,1434,FR,C102490,25,M,low,mode;accessoires,gold,7,9,207.74,P129,voyage,phone,2025-02-02T07:34:20,-1.0,False
S0032,4,tech;gadgets,4.05,1590,FR,C102491,68,F,medium,beauté;luxe,platinum,30,7,87.73,P783|P198,maison,phone,2025-09-08T20:46:25,-1.0,False
S0046,9,beauté,4.02,755,FR,C102492,18,F,medium,beauté;mode,silver,1,12,178.28,P901,luxe,in-store,2025-01-29T23:29:08,-1.0,False
S0174,16,beauté;parfum,3.05,1948,FR,C102493,33,Other,high,tech;sport,none,90,3,596.04,P937,beauté,phone,2024-09-18T04:42:45,-1.0,False
S0132,8,maison;lifestyle,4.78,934,FR,C102494,39,Other,low,accessoires,platinum,3,21,50.24,P309|P951,enfants,in-store,2024-02-13T05:45:34,-1.0,False
S0049,14,styling;conseil,4.66,713,FR,C102495,18,F,low,tech;maison,gold,7,9,215.83,P844|P696,gaming,email,2024-09-15T10:02:18,-1.0,False
S0043,18,beauté;parfum,4.57,738,FR,C102496,35,Other,high,accessoires;luxe,platinum,3,14,293.31,P486,voyage,app,2025-09-26T08:59:05,-1.0,False
S0074,13,luxe;montres,3.63,1797,FR,C102497,71,M,low,deco,platinum,14,16,236.42,P112|P437,beauté,app,2024-03-30T10:06:42,-1.0,False
S0089,12,beauté,3.87,1847,FR,C102498,65,F,low,mode,none,14,9,188.29,P221,mode,email,2025-03-17T06:46:49,-1.0,False
S0035,18,tech;gadgets,3.22,1596,FR,C102499,67,Other,medium,deco,platinum,3,13,227.75,P905,sport,email,2024-06-04T12:30:50,-1.0,False
S0116,3,mode;enfants,3.33,1478,FR,C102500,63,Other,medium,mode,none,2,26,434.56,P752|P869,tech,phone,2024-08-05T20:36:35,-1.0,False
S0170,17,beauté;parfum,3.44,1897,FR,C102501,25,M,high,enfants,platinum,14,12,85.17,P573|P707,tech,phone,2024-04-11T17:55:03,-1.0,False
S0010,14,styling;conseil,3.06,30,FR,C102502,29,F,low,luxe,none,1,8,42.21,P308,mode,email,2025-08-24T02:34:25,-1.0,False
S0191,20,beauté;parfum,4.15,267,FR,C102503,24,F,high,voyage,platinum,2,8,261.36,P890,tech,phone,2024-01-19T19:12:54,14.28,True
S0066,18,tech;gadgets,3.22,1277,FR,C102504,33,Other,high,tech,silver,3,11,33.39,P658,maison,phone,2024-05-18T05:25:05,7.24,True
S0033,9,beauté;parfum,4.34,1469,FR,C102505,39,F,medium,sport;beauté,silver,365,13,61.45,P293,enfants,in-store,2024-05-20T17:57:34,9.18,True
S0034,20,mode;accessoires,4.03,554,FR,C102506,54,Other,medium,maison,platinum,30,16,207.82,P280,sport,app,2024-02-26T10:44:59,5.24,True
S0052,13,beauté;parfum,3.41,1307,FR,C102507,38,M,low,sport,gold,3,11,20.75,P632|P425,tech,email,2024-12-05T19:06:45,-1.0,False
